MD파일명,매칭된_Notion제목,상태,점수
2007년(2008학년도) 평가원 고3문과 6월 26 [3.00점].md,2007년(2008학년도) 평가원 고3문과 6월 26 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 6월 27 [4.00점].md,2007년(2008학년도) 평가원 고3문과 6월 27 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 6월 28 [4.00점].md,2007년(2008학년도) 평가원 고3문과 6월 28 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 6월 29 [4.00점].md,2007년(2008학년도) 평가원 고3문과 6월 29 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 6월 3 [2.00점].md,2007년(2008학년도) 평가원 고3문과 6월 3 [2.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 6월 30 [4.00점].md,2007년(2008학년도) 평가원 고3문과 6월 30 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 6월 4 [3.00점].md,2007년(2008학년도) 평가원 고3문과 6월 4 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 6월 5 [3.00점].md,2007년(2008학년도) 평가원 고3문과 6월 5 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 6월 6 [3.00점].md,2007년(2008학년도) 평가원 고3문과 6월 6 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 6월 7 [3.00점].md,2007년(2008학년도) 평가원 고3문과 6월 7 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 6월 8 [3.00점].md,2007년(2008학년도) 평가원 고3문과 6월 8 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 6월 9 [3.00점].md,2007년(2008학년도) 평가원 고3문과 6월 9 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 6월 공통범위 1 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 1 [3.00점],SUCCESS,96.7
2007년(2008학년도) 평가원 고3문과 6월 공통범위 13 [3.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 13 [4.00점],SUCCESS,97.9
2007년(2008학년도) 평가원 고3문과 6월 공통범위 15 [4.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 15 [4.00점],SUCCESS,97.9
2007년(2008학년도) 평가원 고3문과 6월 공통범위 16 [4.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 16 [4.00점],SUCCESS,97.9
2007년(2008학년도) 평가원 고3문과 6월 공통범위 17 [4.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 17 [5.00점],SUCCESS,97.9
2007년(2008학년도) 평가원 고3문과 6월 공통범위 2 [2.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 2 [3.00점],SUCCESS,96.7
2007년(2008학년도) 평가원 고3문과 6월 공통범위 24 [4.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 24 [4.00점],SUCCESS,97.9
2007년(2008학년도) 평가원 고3문과 6월 공통범위 25 [4.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 25 [5.00점],SUCCESS,97.9
2007년(2008학년도) 평가원 고3문과 9월 공통범위 1 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 1 [3.00점],SUCCESS,96.7
2007년(2008학년도) 평가원 고3문과 9월 공통범위 10 [3.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 10 [4.00점],SUCCESS,97.9
2007년(2008학년도) 평가원 고3문과 9월 공통범위 11 [4.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 11 [4.00점],SUCCESS,97.9
2007년(2008학년도) 평가원 고3문과 9월 공통범위 12 [4.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 12 [4.00점],SUCCESS,97.9
2007년(2008학년도) 평가원 고3문과 9월 공통범위 13 [4.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 13 [4.00점],SUCCESS,97.9
2007년(2008학년도) 평가원 고3문과 9월 공통범위 14 [4.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 14 [4.00점],SUCCESS,97.9
2007년(2008학년도) 평가원 고3문과 9월 공통범위 15 [4.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 15 [4.00점],SUCCESS,97.9
2007년(2008학년도) 평가원 고3문과 9월 공통범위 16 [4.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 16 [4.00점],SUCCESS,97.9
2007년(2008학년도) 평가원 고3문과 9월 공통범위 17 [4.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 17 [5.00점],SUCCESS,97.9
2007년(2008학년도) 평가원 고3문과 9월 공통범위 18 [3.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 18 [5.00점],SUCCESS,97.9
2007년(2008학년도) 평가원 고3문과 9월 공통범위 19 [3.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 19 [5.00점],SUCCESS,97.9
2007년(2008학년도) 평가원 고3문과 9월 공통범위 2 [2.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 2 [3.00점],SUCCESS,96.7
2007년(2008학년도) 평가원 고3문과 9월 공통범위 20 [3.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 20 [5.00점],SUCCESS,97.9
2007년(2008학년도) 평가원 고3문과 9월 공통범위 21 [3.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 21 [3.00점],SUCCESS,97.9
2007년(2008학년도) 평가원 고3문과 9월 공통범위 22 [3.00점].md,2007년(2008학년도) 평가원 고3문과 9월 공통범위 22 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 9월 공통범위 23 [4.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 23 [4.00점],SUCCESS,97.9
2007년(2008학년도) 평가원 고3문과 9월 공통범위 24 [4.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 24 [4.00점],SUCCESS,97.9
2007년(2008학년도) 평가원 고3문과 9월 공통범위 25 [4.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 25 [5.00점],SUCCESS,97.9
2007년(2008학년도) 평가원 고3문과 9월 공통범위 26 [3.00점].md,2007년(2008학년도) 평가원 고3문과 9월 공통범위 26 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 9월 공통범위 27 [3.00점].md,2007년(2008학년도) 평가원 고3문과 9월 공통범위 27 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 9월 공통범위 28 [4.00점].md,2007년(2008학년도) 평가원 고3문과 9월 공통범위 28 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 9월 공통범위 29 [4.00점].md,2007년(2008학년도) 평가원 고3문과 9월 공통범위 29 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 9월 공통범위 3 [2.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 3 [3.00점],SUCCESS,96.7
2007년(2008학년도) 평가원 고3문과 9월 공통범위 30 [4.00점].md,2007년(2008학년도) 평가원 고3문과 9월 공통범위 30 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3문과 9월 공통범위 4 [3.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 4 [3.00점],SUCCESS,96.7
2007년(2008학년도) 평가원 고3문과 9월 공통범위 5 [3.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 5 [4.00점],SUCCESS,96.7
2007년(2008학년도) 평가원 고3문과 9월 공통범위 6 [3.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 6 [4.00점],SUCCESS,96.7
2007년(2008학년도) 평가원 고3문과 9월 공통범위 7 [3.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 7 [4.00점],SUCCESS,96.7
2007년(2008학년도) 평가원 고3문과 9월 공통범위 8 [3.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 8 [4.00점],SUCCESS,96.7
2007년(2008학년도) 평가원 고3문과 9월 공통범위 9 [3.00점] 이과.md,2007년(2008학년도) 경찰대학 고3공통 7월 9 [4.00점],SUCCESS,96.7
2007년(2008학년도) 평가원 고3이과 11월 공통범위 1 [2.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 1 [3.00점],SUCCESS,95.4
2007년(2008학년도) 평가원 고3이과 11월 공통범위 10 [3.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 10 [4.00점],SUCCESS,96.7
2007년(2008학년도) 평가원 고3이과 11월 공통범위 11 [3.00점].md,2007년(2008학년도) 평가원 고3이과 11월 공통범위 11 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 11월 공통범위 12 [3.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 12 [4.00점],SUCCESS,96.7
2007년(2008학년도) 평가원 고3이과 11월 공통범위 13 [4.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 13 [4.00점],SUCCESS,96.7
2007년(2008학년도) 평가원 고3이과 11월 공통범위 14 [4.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 14 [4.00점],SUCCESS,96.7
2007년(2008학년도) 평가원 고3이과 11월 공통범위 15 [4.00점].md,2007년(2008학년도) 평가원 고3이과 11월 공통범위 15 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 11월 공통범위 16 [4.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 16 [4.00점],SUCCESS,96.7
2007년(2008학년도) 평가원 고3이과 11월 공통범위 17 [4.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 17 [5.00점],SUCCESS,96.7
2007년(2008학년도) 평가원 고3이과 11월 공통범위 18 [3.00점].md,2007년(2008학년도) 평가원 고3이과 11월 공통범위 18 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 11월 공통범위 19 [3.00점].md,2007년(2008학년도) 평가원 고3이과 11월 공통범위 19 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 11월 공통범위 2 [2.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 2 [3.00점],SUCCESS,95.4
2007년(2008학년도) 평가원 고3이과 11월 공통범위 20 [3.00점].md,2007년(2008학년도) 평가원 고3이과 11월 공통범위 20 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 11월 공통범위 21 [3.00점].md,2007년(2008학년도) 평가원 고3이과 11월 공통범위 21 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 11월 공통범위 22 [4.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 22 [4.00점],SUCCESS,96.7
2007년(2008학년도) 평가원 고3이과 11월 공통범위 23 [4.00점].md,2007년(2008학년도) 평가원 고3이과 11월 공통범위 23 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 11월 공통범위 24 [4.00점].md,2007년(2008학년도) 평가원 고3이과 11월 공통범위 24 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 11월 공통범위 25 [4.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 25 [5.00점],SUCCESS,96.7
2007년(2008학년도) 평가원 고3이과 11월 공통범위 3 [2.00점].md,2007년(2008학년도) 평가원 고3이과 11월 공통범위 3 [2.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 11월 공통범위 4 [3.00점].md,2007년(2008학년도) 평가원 고3이과 11월 공통범위 4 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 11월 공통범위 5 [3.00점].md,2007년(2008학년도) 평가원 고3이과 11월 공통범위 5 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 11월 공통범위 6 [3.00점].md,2007년(2008학년도) 평가원 고3이과 11월 공통범위 6 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 11월 공통범위 7 [3.00점].md,2007년(2008학년도) 평가원 고3이과 11월 공통범위 7 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 11월 공통범위 8 [4.00점].md,2007년(2008학년도) 평가원 고3이과 11월 공통범위 8 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 11월 공통범위 9 [4.00점].md,2007년(2008학년도) 평가원 고3이과 11월 공통범위 9 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 11월 이산수학 26 [3.00점].md,2007년(2008학년도) 평가원 고3이과 11월 이산수학 26 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 11월 이산수학 27 [3.00점].md,2007년(2008학년도) 평가원 고3이과 11월 이산수학 27 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 11월 이산수학 28 [3.00점].md,2007년(2008학년도) 평가원 고3이과 11월 이산수학 28 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 11월 이산수학 29 [4.00점].md,2007년(2008학년도) 평가원 고3이과 11월 이산수학 29 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 11월 이산수학 30 [4.00점].md,2007년(2008학년도) 평가원 고3이과 11월 이산수학 30 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 6월 공통범위 1 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 1 [3.00점],SUCCESS,96.7
2007년(2008학년도) 평가원 고3이과 6월 공통범위 10 [4.00점].md,2007년(2008학년도) 평가원 고3이과 6월 공통범위 10 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 6월 공통범위 11 [4.00점].md,2007년(2008학년도) 평가원 고3이과 6월 공통범위 11 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 6월 공통범위 12 [4.00점].md,2007년(2008학년도) 평가원 고3이과 6월 공통범위 12 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 6월 공통범위 13 [3.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 13 [4.00점],SUCCESS,97.9
2007년(2008학년도) 평가원 고3이과 6월 공통범위 14 [3.00점].md,2007년(2008학년도) 평가원 고3이과 6월 공통범위 14 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 6월 공통범위 15 [4.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 15 [4.00점],SUCCESS,97.9
2007년(2008학년도) 평가원 고3이과 6월 공통범위 16 [4.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 16 [4.00점],SUCCESS,97.9
2007년(2008학년도) 평가원 고3이과 6월 공통범위 17 [4.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 17 [5.00점],SUCCESS,97.9
2007년(2008학년도) 평가원 고3이과 6월 공통범위 18 [3.00점].md,2007년(2008학년도) 평가원 고3이과 6월 공통범위 18 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 6월 공통범위 19 [3.00점].md,2007년(2008학년도) 평가원 고3이과 6월 공통범위 19 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 6월 공통범위 2 [2.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 2 [3.00점],SUCCESS,96.7
2007년(2008학년도) 평가원 고3이과 6월 공통범위 20 [3.00점].md,2007년(2008학년도) 평가원 고3이과 6월 공통범위 20 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 6월 공통범위 21.md,2007년(2008학년도) 평가원 고3이과 6월 공통범위 21,SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 6월 공통범위 22 [4.00점].md,2007년(2008학년도) 평가원 고3이과 6월 공통범위 22 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 6월 공통범위 23 [4.00점].md,2007년(2008학년도) 평가원 고3이과 6월 공통범위 23 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 6월 공통범위 24 [4.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 24 [4.00점],SUCCESS,97.9
2007년(2008학년도) 평가원 고3이과 6월 공통범위 25 [4.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 25 [5.00점],SUCCESS,97.9
2007년(2008학년도) 평가원 고3이과 6월 공통범위 3 [2.00점].md,2007년(2008학년도) 평가원 고3이과 6월 공통범위 3 [2.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 6월 공통범위 4 [3.00점].md,2007년(2008학년도) 평가원 고3이과 6월 공통범위 4 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 6월 공통범위 5 [3.00점].md,2007년(2008학년도) 평가원 고3이과 6월 공통범위 5 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 6월 공통범위 6 [3.00점].md,2007년(2008학년도) 평가원 고3이과 6월 공통범위 6 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 6월 공통범위 7 [3.00점].md,2007년(2008학년도) 평가원 고3이과 6월 공통범위 7 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 6월 공통범위 8 [3.00점].md,2007년(2008학년도) 평가원 고3이과 6월 공통범위 8 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 6월 공통범위 9 [3.00점].md,2007년(2008학년도) 평가원 고3이과 6월 공통범위 9 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 6월 이산수학 26 [3.00점].md,2007년(2008학년도) 평가원 고3이과 6월 이산수학 26 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 6월 이산수학 27 [3.00점].md,2007년(2008학년도) 평가원 고3이과 6월 이산수학 27 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 6월 이산수학 28 [3.00점].md,2007년(2008학년도) 평가원 고3이과 6월 이산수학 28 [3.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 6월 이산수학 29 [4.00점].md,2007년(2008학년도) 평가원 고3이과 6월 이산수학 29 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 6월 이산수학 30 [4.00점].md,2007년(2008학년도) 평가원 고3이과 6월 이산수학 30 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 6월 확률과 통계 29 [4.00점].md,2007년(2008학년도) 평가원 고3이과 6월 확률과 통계 29 [4.00점],SUCCESS,150.0
2007년(2008학년도) 평가원 고3이과 9월 공통범위 1 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 1 [3.00점],SUCCESS,96.7
2007년(2008학년도) 평가원 고3이과 9월 공통범위 10 [3.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 10 [4.00점],SUCCESS,97.9
2007년(2008학년도) 평가원 고3이과 9월 공통범위 11 [4.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 11 [4.00점],SUCCESS,97.9
2007년(2008학년도) 평가원 고3이과 9월 공통범위 12 [4.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 12 [4.00점],SUCCESS,97.9
2007년(2008학년도) 평가원 고3이과 9월 공통범위 13 [4.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 13 [4.00점],SUCCESS,97.9
2007년(2008학년도) 평가원 고3이과 9월 공통범위 14 [4.00점] 문과.md,2007년(2008학년도) 경찰대학 고3공통 7월 14 [4.00점],SUCCESS,97.9
