파일명,매칭결과,매칭된_노션출처,변환된키(디버깅용)
2004년(2005학년도) 평가원 고3문과 예시 문항 29 [4.00점].md,성공,2004년(2005학년도) 평가원 고3문과 예시 문항 29 [4.00점],2004년평가원고3문과예시문항29
2004년(2005학년도) 평가원 고3문과 예시 문항 30 [3.00점].md,성공,2004년(2005학년도) 평가원 고3문과 예시 문항 30 [3.00점],2004년평가원고3문과예시문항30
2004년(2005학년도) 평가원 고3문과 예시 문항 4 [2.00점].md,성공,2004년(2005학년도) 평가원 고3문과 예시 문항 4 [2.00점],2004년평가원고3문과예시문항4
2004년(2005학년도) 평가원 고3문과 예시 문항 5 [3.00점].md,성공,2004년(2005학년도) 평가원 고3문과 예시 문항 5 [3.00점],2004년평가원고3문과예시문항5
2004년(2005학년도) 평가원 고3문과 예시 문항 6 [3.00점].md,성공,2004년(2005학년도) 평가원 고3문과 예시 문항 6 [3.00점],2004년평가원고3문과예시문항6
2004년(2005학년도) 평가원 고3문과 예시 문항 8 [3.00점].md,성공,2004년(2005학년도) 평가원 고3문과 예시 문항 8 [3.00점],2004년평가원고3문과예시문항8
2004년(2005학년도) 평가원 고3문과 예시 문항 9 [3.00점].md,성공,2004년(2005학년도) 평가원 고3문과 예시 문항 9 [3.00점],2004년평가원고3문과예시문항9
2004년(2005학년도) 평가원 고3문과 예시 문항 공통범위 1 [2.00점] 이과.md,실패,,2004년평가원고3문과예시문항공통범위1
2004년(2005학년도) 평가원 고3문과 예시 문항 공통범위 12 [4.00점] 이과.md,실패,,2004년평가원고3문과예시문항공통범위12
2004년(2005학년도) 평가원 고3문과 예시 문항 공통범위 13 [3.00점] 이과.md,실패,,2004년평가원고3문과예시문항공통범위13
2004년(2005학년도) 평가원 고3문과 예시 문항 공통범위 16 [4.00점] 이과.md,실패,,2004년평가원고3문과예시문항공통범위16
2004년(2005학년도) 평가원 고3문과 예시 문항 공통범위 17 [4.00점] 이과.md,실패,,2004년평가원고3문과예시문항공통범위17
2004년(2005학년도) 평가원 고3문과 예시 문항 공통범위 18 [3.00점] 이과.md,실패,,2004년평가원고3문과예시문항공통범위18
2004년(2005학년도) 평가원 고3문과 예시 문항 공통범위 2 [2.00점] 이과.md,실패,,2004년평가원고3문과예시문항공통범위2
2004년(2005학년도) 평가원 고3문과 예시 문항 공통범위 21 [3.00점] 이과.md,실패,,2004년평가원고3문과예시문항공통범위21
2004년(2005학년도) 평가원 고3문과 예시 문항 공통범위 22 [4.00점] 이과.md,실패,,2004년평가원고3문과예시문항공통범위22
2004년(2005학년도) 평가원 고3문과 예시 문항 공통범위 25 [4.00점] 이과.md,실패,,2004년평가원고3문과예시문항공통범위25
2004년(2005학년도) 평가원 고3문과 예시 문항 공통범위 3 [3.00점] 이과.md,실패,,2004년평가원고3문과예시문항공통범위3
2004년(2005학년도) 평가원 고3문과 예시 문항 공통범위 7 [4.00점] 이과.md,실패,,2004년평가원고3문과예시문항공통범위7
2004년(2005학년도) 평가원 고3이과 11월 공통범위 1.md,성공,2004년(2005학년도) 평가원 고3이과 11월 공통범위 1,2004년평가원고3이과11월공통범위1
2004년(2005학년도) 평가원 고3이과 11월 공통범위 10 [4.00점].md,성공,2004년(2005학년도) 평가원 고3이과 11월 공통범위 10 [4.00점],2004년평가원고3이과11월공통범위10
2004년(2005학년도) 평가원 고3이과 11월 공통범위 11 [4.00점] 문과.md,성공,2004년(2005학년도) 평가원 고3이과 11월 공통범위 11 [4.00점],2004년평가원고3이과11월공통범위11
2004년(2005학년도) 평가원 고3이과 11월 공통범위 12 [3.00점] 문과.md,성공,2004년(2005학년도) 평가원 고3이과 11월 공통범위 12 [3.00점],2004년평가원고3이과11월공통범위12
2004년(2005학년도) 평가원 고3이과 11월 공통범위 13 [3.00점].md,성공,2004년(2005학년도) 평가원 고3이과 11월 공통범위 13 [3.00점],2004년평가원고3이과11월공통범위13
2004년(2005학년도) 평가원 고3이과 11월 공통범위 14 [4.00점] 문과.md,성공,2004년(2005학년도) 평가원 고3이과 11월 공통범위 14 [4.00점],2004년평가원고3이과11월공통범위14
2004년(2005학년도) 평가원 고3이과 11월 공통범위 15 [4.00점].md,성공,2004년(2005학년도) 평가원 고3이과 11월 공통범위 15 [4.00점],2004년평가원고3이과11월공통범위15
2004년(2005학년도) 평가원 고3이과 11월 공통범위 16 [3.00점] 문과.md,성공,2004년(2005학년도) 평가원 고3이과 11월 공통범위 16 [3.00점],2004년평가원고3이과11월공통범위16
2004년(2005학년도) 평가원 고3이과 11월 공통범위 17 [4.00점] 문과.md,성공,2004년(2005학년도) 평가원 고3이과 11월 공통범위 17 [4.00점],2004년평가원고3이과11월공통범위17
2004년(2005학년도) 평가원 고3이과 11월 공통범위 19 [3.00점].md,성공,2004년(2005학년도) 평가원 고3이과 11월 공통범위 19 [3.00점],2004년평가원고3이과11월공통범위19
2004년(2005학년도) 평가원 고3이과 11월 공통범위 2 [2.00점].md,성공,2004년(2005학년도) 평가원 고3이과 11월 공통범위 2 [2.00점],2004년평가원고3이과11월공통범위2
2004년(2005학년도) 평가원 고3이과 11월 공통범위 20 [3.00점].md,성공,2004년(2005학년도) 평가원 고3이과 11월 공통범위 20 [3.00점],2004년평가원고3이과11월공통범위20
2004년(2005학년도) 평가원 고3이과 11월 공통범위 21 [4.00점].md,성공,2004년(2005학년도) 평가원 고3이과 11월 공통범위 21 [4.00점],2004년평가원고3이과11월공통범위21
2004년(2005학년도) 평가원 고3이과 11월 공통범위 22 [4.00점].md,성공,2004년(2005학년도) 평가원 고3이과 11월 공통범위 22 [4.00점],2004년평가원고3이과11월공통범위22
2004년(2005학년도) 평가원 고3이과 11월 공통범위 23 [4.00점] 문과.md,성공,2004년(2005학년도) 평가원 고3이과 11월 공통범위 23 [4.00점],2004년평가원고3이과11월공통범위23
2004년(2005학년도) 평가원 고3이과 11월 공통범위 24 [4.00점].md,성공,2004년(2005학년도) 평가원 고3이과 11월 공통범위 24 [4.00점],2004년평가원고3이과11월공통범위24
2004년(2005학년도) 평가원 고3이과 11월 공통범위 25 [4.00점] 문과.md,성공,2004년(2005학년도) 평가원 고3이과 11월 공통범위 25 [4.00점],2004년평가원고3이과11월공통범위25
2004년(2005학년도) 평가원 고3이과 11월 공통범위 3 [2.00점].md,성공,2004년(2005학년도) 평가원 고3이과 11월 공통범위 3 [2.00점],2004년평가원고3이과11월공통범위3
2004년(2005학년도) 평가원 고3이과 11월 공통범위 4 [3.00점].md,성공,2004년(2005학년도) 평가원 고3이과 11월 공통범위 4 [3.00점],2004년평가원고3이과11월공통범위4
2004년(2005학년도) 평가원 고3이과 11월 공통범위 5 [3.00점] 문과.md,성공,2004년(2005학년도) 평가원 고3이과 11월 공통범위 5 [3.00점],2004년평가원고3이과11월공통범위5
2004년(2005학년도) 평가원 고3이과 11월 공통범위 6 [3.00점].md,성공,2004년(2005학년도) 평가원 고3이과 11월 공통범위 6 [3.00점],2004년평가원고3이과11월공통범위6
2004년(2005학년도) 평가원 고3이과 11월 공통범위 7 [3.00점].md,성공,2004년(2005학년도) 평가원 고3이과 11월 공통범위 7 [3.00점],2004년평가원고3이과11월공통범위7
2004년(2005학년도) 평가원 고3이과 11월 공통범위 8 [4.00점].md,성공,2004년(2005학년도) 평가원 고3이과 11월 공통범위 8 [4.00점],2004년평가원고3이과11월공통범위8
2004년(2005학년도) 평가원 고3이과 11월 공통범위 9 [3.00점] 문과.md,성공,2004년(2005학년도) 평가원 고3이과 11월 공통범위 9 [3.00점],2004년평가원고3이과11월공통범위9
2004년(2005학년도) 평가원 고3이과 11월 이산수학 26 [3.00점].md,성공,2004년(2005학년도) 평가원 고3이과 11월 이산수학 26 [3.00점],2004년평가원고3이과11월이산수학26
2004년(2005학년도) 평가원 고3이과 11월 이산수학 27 [3.00점].md,성공,2004년(2005학년도) 평가원 고3이과 11월 이산수학 27 [3.00점],2004년평가원고3이과11월이산수학27
2004년(2005학년도) 평가원 고3이과 11월 이산수학 28 [3.00점].md,성공,2004년(2005학년도) 평가원 고3이과 11월 이산수학 28 [3.00점],2004년평가원고3이과11월이산수학28
2004년(2005학년도) 평가원 고3이과 11월 이산수학 29 [4.00점].md,성공,2004년(2005학년도) 평가원 고3이과 11월 이산수학 29 [4.00점],2004년평가원고3이과11월이산수학29
2004년(2005학년도) 평가원 고3이과 11월 이산수학 30 [4.00점].md,성공,2004년(2005학년도) 평가원 고3이과 11월 이산수학 30 [4.00점],2004년평가원고3이과11월이산수학30
2004년(2005학년도) 평가원 고3이과 6월 공통범위 1 [2.00점] 문과.md,성공,2004년(2005학년도) 평가원 고3이과 6월 공통범위 1 [2.00점],2004년평가원고3이과6월공통범위1
2004년(2005학년도) 평가원 고3이과 6월 공통범위 10 [4.00점].md,성공,2004년(2005학년도) 평가원 고3이과 6월 공통범위 10 [4.00점],2004년평가원고3이과6월공통범위10
2004년(2005학년도) 평가원 고3이과 6월 공통범위 11 [4.00점].md,성공,2004년(2005학년도) 평가원 고3이과 6월 공통범위 11 [4.00점],2004년평가원고3이과6월공통범위11
2004년(2005학년도) 평가원 고3이과 6월 공통범위 12 [4.00점] 문과.md,성공,2004년(2005학년도) 평가원 고3이과 6월 공통범위 12 [4.00점],2004년평가원고3이과6월공통범위12
2004년(2005학년도) 평가원 고3이과 6월 공통범위 13 [4.00점] 문과.md,성공,2004년(2005학년도) 평가원 고3이과 6월 공통범위 13 [4.00점],2004년평가원고3이과6월공통범위13
2004년(2005학년도) 평가원 고3이과 6월 공통범위 14 [4.00점].md,성공,2004년(2005학년도) 평가원 고3이과 6월 공통범위 14 [4.00점],2004년평가원고3이과6월공통범위14
2004년(2005학년도) 평가원 고3이과 6월 공통범위 15 [4.00점].md,성공,2004년(2005학년도) 평가원 고3이과 6월 공통범위 15 [4.00점],2004년평가원고3이과6월공통범위15
2004년(2005학년도) 평가원 고3이과 6월 공통범위 16 [4.00점] 문과.md,성공,2004년(2005학년도) 평가원 고3이과 6월 공통범위 16 [4.00점],2004년평가원고3이과6월공통범위16
2004년(2005학년도) 평가원 고3이과 6월 공통범위 17 [3.00점].md,성공,2004년(2005학년도) 평가원 고3이과 6월 공통범위 17 [3.00점],2004년평가원고3이과6월공통범위17
2004년(2005학년도) 평가원 고3이과 6월 공통범위 18 [3.00점].md,성공,2004년(2005학년도) 평가원 고3이과 6월 공통범위 18 [3.00점],2004년평가원고3이과6월공통범위18
2004년(2005학년도) 평가원 고3이과 6월 공통범위 19 [3.00점].md,성공,2004년(2005학년도) 평가원 고3이과 6월 공통범위 19 [3.00점],2004년평가원고3이과6월공통범위19
2004년(2005학년도) 평가원 고3이과 6월 공통범위 2 [2.00점].md,성공,2004년(2005학년도) 평가원 고3이과 6월 공통범위 2 [2.00점],2004년평가원고3이과6월공통범위2
2004년(2005학년도) 평가원 고3이과 6월 공통범위 20 [3.00점].md,성공,2004년(2005학년도) 평가원 고3이과 6월 공통범위 20 [3.00점],2004년평가원고3이과6월공통범위20
2004년(2005학년도) 평가원 고3이과 6월 공통범위 21 [3.00점].md,성공,2004년(2005학년도) 평가원 고3이과 6월 공통범위 21 [3.00점],2004년평가원고3이과6월공통범위21
2004년(2005학년도) 평가원 고3이과 6월 공통범위 22 [4.00점].md,성공,2004년(2005학년도) 평가원 고3이과 6월 공통범위 22 [4.00점],2004년평가원고3이과6월공통범위22
2004년(2005학년도) 평가원 고3이과 6월 공통범위 23 [3.00점] 문과.md,성공,2004년(2005학년도) 평가원 고3이과 6월 공통범위 23 [3.00점],2004년평가원고3이과6월공통범위23
2004년(2005학년도) 평가원 고3이과 6월 공통범위 24 [4.00점] 문과.md,성공,2004년(2005학년도) 평가원 고3이과 6월 공통범위 24 [4.00점],2004년평가원고3이과6월공통범위24
2004년(2005학년도) 평가원 고3이과 6월 공통범위 25 [4.00점] 문과.md,성공,2004년(2005학년도) 평가원 고3이과 6월 공통범위 25 [4.00점],2004년평가원고3이과6월공통범위25
2004년(2005학년도) 평가원 고3이과 6월 공통범위 3 [2.00점] 문과.md,성공,2004년(2005학년도) 평가원 고3이과 6월 공통범위 3 [2.00점],2004년평가원고3이과6월공통범위3
2004년(2005학년도) 평가원 고3이과 6월 공통범위 4 [3.00점].md,성공,2004년(2005학년도) 평가원 고3이과 6월 공통범위 4 [3.00점],2004년평가원고3이과6월공통범위4
2004년(2005학년도) 평가원 고3이과 6월 공통범위 5 [3.00점].md,성공,2004년(2005학년도) 평가원 고3이과 6월 공통범위 5 [3.00점],2004년평가원고3이과6월공통범위5
2004년(2005학년도) 평가원 고3이과 6월 공통범위 6 [3.00점].md,성공,2004년(2005학년도) 평가원 고3이과 6월 공통범위 6 [3.00점],2004년평가원고3이과6월공통범위6
2004년(2005학년도) 평가원 고3이과 6월 공통범위 7 [3.00점] 문과.md,성공,2004년(2005학년도) 평가원 고3이과 6월 공통범위 7 [3.00점],2004년평가원고3이과6월공통범위7
2004년(2005학년도) 평가원 고3이과 6월 공통범위 8 [3.00점].md,성공,2004년(2005학년도) 평가원 고3이과 6월 공통범위 8 [3.00점],2004년평가원고3이과6월공통범위8
2004년(2005학년도) 평가원 고3이과 6월 공통범위 9 [4.00점].md,성공,2004년(2005학년도) 평가원 고3이과 6월 공통범위 9 [4.00점],2004년평가원고3이과6월공통범위9
2004년(2005학년도) 평가원 고3이과 6월 이산수학 26 [3.00점].md,성공,2004년(2005학년도) 평가원 고3이과 6월 이산수학 26 [3.00점],2004년평가원고3이과6월이산수학26
2004년(2005학년도) 평가원 고3이과 6월 이산수학 27 [3.00점].md,성공,2004년(2005학년도) 평가원 고3이과 6월 이산수학 27 [3.00점],2004년평가원고3이과6월이산수학27
2004년(2005학년도) 평가원 고3이과 6월 이산수학 28 [3.00점].md,성공,2004년(2005학년도) 평가원 고3이과 6월 이산수학 28 [3.00점],2004년평가원고3이과6월이산수학28
2004년(2005학년도) 평가원 고3이과 6월 이산수학 29 [4.00점] 공수.md,성공,2004년(2005학년도) 평가원 고3이과 6월 이산수학 29 [4.00점],2004년평가원고3이과6월이산수학29
2004년(2005학년도) 평가원 고3이과 6월 이산수학 29 [4.00점].md,성공,2004년(2005학년도) 평가원 고3이과 6월 이산수학 29 [4.00점],2004년평가원고3이과6월이산수학29
2004년(2005학년도) 평가원 고3이과 6월 이산수학 30 [4.00점].md,성공,2004년(2005학년도) 평가원 고3이과 6월 이산수학 30 [4.00점],2004년평가원고3이과6월이산수학30
2004년(2005학년도) 평가원 고3이과 6월 확률과 통계 30 [4.00점].md,성공,2004년(2005학년도) 평가원 고3이과 6월 확률과 통계 30 [4.00점],2004년평가원고3이과6월확률과통계30
2004년(2005학년도) 평가원 고3이과 9월 공통범위 1 [2.00점] 문과.md,성공,2004년(2005학년도) 평가원 고3이과 9월 공통범위 1 [2.00점],2004년평가원고3이과9월공통범위1
