파일명,매칭된_출처,상태,매칭키
2004년 교육청 고2문과 6월 20 [4.00점] 이과.md,2004년 교육청 고2문과 6월 20 [4.00점],성공,2004년교육청고2문과6월20
2004년 교육청 고2문과 6월 21 [4.00점] 이과.md,2004년 교육청 고2문과 6월 21 [4.00점],성공,2004년교육청고2문과6월21
2004년 교육청 고2문과 6월 22 [2.00점] 이과.md,2004년 교육청 고2문과 6월 22 [2.00점],성공,2004년교육청고2문과6월22
2004년 교육청 고2문과 6월 23 [3.00점] 이과.md,2004년 교육청 고2문과 6월 23 [3.00점],성공,2004년교육청고2문과6월23
2004년 교육청 고2문과 6월 24 [3.00점] 이과.md,2004년 교육청 고2문과 6월 24 [3.00점],성공,2004년교육청고2문과6월24
2004년 교육청 고2문과 6월 25 [3.00점] 이과.md,2004년 교육청 고2문과 6월 25 [3.00점],성공,2004년교육청고2문과6월25
2004년 교육청 고2문과 6월 26 [4.00점] 이과.md,2004년 교육청 고2문과 6월 26 [4.00점],성공,2004년교육청고2문과6월26
2004년 교육청 고2문과 6월 27 [3.00점] 이과.md,2004년 교육청 고2문과 6월 27 [3.00점],성공,2004년교육청고2문과6월27
2004년 교육청 고2문과 6월 28 [4.00점] 이과.md,2004년 교육청 고2문과 6월 28 [4.00점],성공,2004년교육청고2문과6월28
2004년 교육청 고2문과 6월 29 [4.00점] 이과.md,2004년 교육청 고2문과 6월 29 [4.00점],성공,2004년교육청고2문과6월29
2004년 교육청 고2문과 6월 3 [3.00점] 이과.md,2004년 교육청 고2문과 6월 3 [3.00점],성공,2004년교육청고2문과6월3
2004년 교육청 고2문과 6월 30 [4.00점] 이과.md,2004년 교육청 고2문과 6월 30 [4.00점],성공,2004년교육청고2문과6월30
2004년 교육청 고2문과 6월 4 [3.00점] 이과.md,2004년 교육청 고2문과 6월 4 [3.00점],성공,2004년교육청고2문과6월4
2004년 교육청 고2문과 6월 5 [3.00점] 이과.md,2004년 교육청 고2문과 6월 5 [3.00점],성공,2004년교육청고2문과6월5
2004년 교육청 고2문과 6월 6 [3.00점] 이과.md,2004년 교육청 고2문과 6월 6 [3.00점],성공,2004년교육청고2문과6월6
2004년 교육청 고2문과 6월 7 [3.00점] 이과.md,2004년 교육청 고2문과 6월 7 [3.00점],성공,2004년교육청고2문과6월7
2004년 교육청 고2문과 6월 8 [3.00점] 이과.md,2004년 교육청 고2문과 6월 8 [3.00점],성공,2004년교육청고2문과6월8
2004년 교육청 고2문과 6월 9 [3.00점] 이과.md,2004년 교육청 고2문과 6월 9 [3.00점],성공,2004년교육청고2문과6월9
2004년 교육청 고2문과 9월 1 [2.00점] 이과.md,2004년 교육청 고2문과 9월 1 [2.00점],성공,2004년교육청고2문과9월1
2004년 교육청 고2문과 9월 10 [3.00점] 이과.md,2004년 교육청 고2문과 9월 10 [3.00점],성공,2004년교육청고2문과9월10
2004년 교육청 고2문과 9월 11 [3.00점].md,2004년 교육청 고2문과 9월 11 [3.00점],성공,2004년교육청고2문과9월11
2004년 교육청 고2문과 9월 12 [4.00점] 이과.md,2004년 교육청 고2문과 9월 12 [4.00점],성공,2004년교육청고2문과9월12
2004년 교육청 고2문과 9월 13 [3.00점] 이과.md,2004년 교육청 고2문과 9월 13 [3.00점],성공,2004년교육청고2문과9월13
2004년 교육청 고2문과 9월 14 [3.00점] 이과.md,2004년 교육청 고2문과 9월 14 [3.00점],성공,2004년교육청고2문과9월14
2004년 교육청 고2문과 9월 15 [4.00점] 이과.md,2004년 교육청 고2문과 9월 15 [4.00점],성공,2004년교육청고2문과9월15
2004년 교육청 고2문과 9월 16 [4.00점] 이과.md,2004년 교육청 고2문과 9월 16 [4.00점],성공,2004년교육청고2문과9월16
2004년 교육청 고2문과 9월 17 [3.00점] 이과.md,2004년 교육청 고2문과 9월 17 [3.00점],성공,2004년교육청고2문과9월17
2004년 교육청 고2문과 9월 18 [4.00점] 이과.md,2004년 교육청 고2문과 9월 18 [4.00점],성공,2004년교육청고2문과9월18
2004년 교육청 고2문과 9월 19 [4.00점] 이과.md,2004년 교육청 고2문과 9월 19 [4.00점],성공,2004년교육청고2문과9월19
2004년 교육청 고2문과 9월 2 [2.00점] 이과.md,2004년 교육청 고2문과 9월 2 [2.00점],성공,2004년교육청고2문과9월2
2004년 교육청 고2문과 9월 20 [3.00점] 이과.md,2004년 교육청 고2문과 9월 20 [3.00점],성공,2004년교육청고2문과9월20
2004년 교육청 고2문과 9월 21 [4.00점] 이과.md,2004년 교육청 고2문과 9월 21 [4.00점],성공,2004년교육청고2문과9월21
2004년 교육청 고2문과 9월 22 [3.00점] 이과.md,2004년 교육청 고2문과 9월 22 [3.00점],성공,2004년교육청고2문과9월22
2004년 교육청 고2문과 9월 23 [3.00점] 이과.md,2004년 교육청 고2문과 9월 23 [3.00점],성공,2004년교육청고2문과9월23
2004년 교육청 고2문과 9월 24 [3.00점] 이과.md,2004년 교육청 고2문과 9월 24 [3.00점],성공,2004년교육청고2문과9월24
2004년 교육청 고2문과 9월 25 [4.00점] 이과.md,2004년 교육청 고2문과 9월 25 [4.00점],성공,2004년교육청고2문과9월25
2004년 교육청 고2문과 9월 26 [4.00점] 이과.md,2004년 교육청 고2문과 9월 26 [4.00점],성공,2004년교육청고2문과9월26
2004년 교육청 고2문과 9월 27 [3.00점] 이과.md,2004년 교육청 고2문과 9월 27 [3.00점],성공,2004년교육청고2문과9월27
2004년 교육청 고2문과 9월 28 [4.00점] 이과.md,2004년 교육청 고2문과 9월 28 [4.00점],성공,2004년교육청고2문과9월28
2004년 교육청 고2문과 9월 29 [4.00점] 이과.md,2004년 교육청 고2문과 9월 29 [4.00점],성공,2004년교육청고2문과9월29
2004년 교육청 고2문과 9월 3 [2.00점] 이과.md,2004년 교육청 고2문과 9월 3 [2.00점],성공,2004년교육청고2문과9월3
2004년 교육청 고2문과 9월 30 [4.00점] 이과.md,2004년 교육청 고2문과 9월 30 [4.00점],성공,2004년교육청고2문과9월30
2004년 교육청 고2문과 9월 4 [3.00점] 이과.md,2004년 교육청 고2문과 9월 4 [3.00점],성공,2004년교육청고2문과9월4
2004년 교육청 고2문과 9월 5 [3.00점] 이과.md,2004년 교육청 고2문과 9월 5 [3.00점],성공,2004년교육청고2문과9월5
2004년 교육청 고2문과 9월 6 [3.00점] 이과.md,2004년 교육청 고2문과 9월 6 [3.00점],성공,2004년교육청고2문과9월6
2004년 교육청 고2문과 9월 7 [3.00점] 이과.md,2004년 교육청 고2문과 9월 7 [3.00점],성공,2004년교육청고2문과9월7
2004년 교육청 고2문과 9월 8 [4.00점].md,2004년 교육청 고2문과 9월 8 [4.00점],성공,2004년교육청고2문과9월8
2004년 교육청 고2문과 9월 9 [4.00점] 이과.md,2004년 교육청 고2문과 9월 9 [4.00점],성공,2004년교육청고2문과9월9
2004년 교육청 고2이과 11월 1 [2.00점] 문과.md,2004년 교육청 고2이과 11월 1 [2.00점],성공,2004년교육청고2이과11월1
2004년 교육청 고2이과 11월 10 [3.00점] 문과.md,2004년 교육청 고2이과 11월 10 [3.00점],성공,2004년교육청고2이과11월10
2004년 교육청 고2이과 11월 11 [4.00점] 문과.md,2004년 교육청 고2이과 11월 11 [4.00점],성공,2004년교육청고2이과11월11
2004년 교육청 고2이과 11월 12 [3.00점] 문과.md,2004년 교육청 고2이과 11월 12 [3.00점],성공,2004년교육청고2이과11월12
2004년 교육청 고2이과 11월 13 [3.00점] 문과.md,2004년 교육청 고2이과 11월 13 [3.00점],성공,2004년교육청고2이과11월13
2004년 교육청 고2이과 11월 14 [4.00점] 문과.md,2004년 교육청 고2이과 11월 14 [4.00점],성공,2004년교육청고2이과11월14
2004년 교육청 고2이과 11월 15 [4.00점] 문과.md,2004년 교육청 고2이과 11월 15 [4.00점],성공,2004년교육청고2이과11월15
2004년 교육청 고2이과 11월 16 [4.00점] 문과.md,2004년 교육청 고2이과 11월 16 [4.00점],성공,2004년교육청고2이과11월16
2004년 교육청 고2이과 11월 17 [4.00점] 문과.md,2004년 교육청 고2이과 11월 17 [4.00점],성공,2004년교육청고2이과11월17
2004년 교육청 고2이과 11월 18 [3.00점] 문과.md,2004년 교육청 고2이과 11월 18 [3.00점],성공,2004년교육청고2이과11월18
2004년 교육청 고2이과 11월 19 [4.00점].md,2004년 교육청 고2이과 11월 19 [4.00점],성공,2004년교육청고2이과11월19
2004년 교육청 고2이과 11월 2 [2.00점] 문과.md,2004년 교육청 고2이과 11월 2 [2.00점],성공,2004년교육청고2이과11월2
2004년 교육청 고2이과 11월 20 [4.00점] 문과.md,2004년 교육청 고2이과 11월 20 [4.00점],성공,2004년교육청고2이과11월20
2004년 교육청 고2이과 11월 21 [4.00점] 문과.md,2004년 교육청 고2이과 11월 21 [4.00점],성공,2004년교육청고2이과11월21
2004년 교육청 고2이과 11월 22 [2.00점] 문과.md,2004년 교육청 고2이과 11월 22 [2.00점],성공,2004년교육청고2이과11월22
2004년 교육청 고2이과 11월 23 [3.00점] 문과.md,2004년 교육청 고2이과 11월 23 [3.00점],성공,2004년교육청고2이과11월23
2004년 교육청 고2이과 11월 24 [4.00점] 문과.md,2004년 교육청 고2이과 11월 24 [4.00점],성공,2004년교육청고2이과11월24
2004년 교육청 고2이과 11월 25 [4.00점] 문과.md,2004년 교육청 고2이과 11월 25 [4.00점],성공,2004년교육청고2이과11월25
2004년 교육청 고2이과 11월 26 [3.00점].md,2004년 교육청 고2이과 11월 26 [3.00점],성공,2004년교육청고2이과11월26
2004년 교육청 고2이과 11월 27 [3.00점] 문과.md,2004년 교육청 고2이과 11월 27 [3.00점],성공,2004년교육청고2이과11월27
2004년 교육청 고2이과 11월 28 [3.00점] 문과.md,2004년 교육청 고2이과 11월 28 [3.00점],성공,2004년교육청고2이과11월28
2004년 교육청 고2이과 11월 29 [4.00점].md,2004년 교육청 고2이과 11월 29 [4.00점],성공,2004년교육청고2이과11월29
2004년 교육청 고2이과 11월 3 [3.00점] 문과.md,2004년 교육청 고2이과 11월 3 [3.00점],성공,2004년교육청고2이과11월3
2004년 교육청 고2이과 11월 30 [4.00점] 문과.md,2004년 교육청 고2이과 11월 30 [4.00점],성공,2004년교육청고2이과11월30
2004년 교육청 고2이과 11월 4 [3.00점] 문과.md,2004년 교육청 고2이과 11월 4 [3.00점],성공,2004년교육청고2이과11월4
2004년 교육청 고2이과 11월 5 [3.00점] 문과.md,2004년 교육청 고2이과 11월 5 [3.00점],성공,2004년교육청고2이과11월5
2004년 교육청 고2이과 11월 6 [3.00점] 문과.md,2004년 교육청 고2이과 11월 6 [3.00점],성공,2004년교육청고2이과11월6
2004년 교육청 고2이과 11월 7 [3.00점].md,2004년 교육청 고2이과 11월 7 [3.00점],성공,2004년교육청고2이과11월7
2004년 교육청 고2이과 11월 8 [4.00점] 문과.md,2004년 교육청 고2이과 11월 8 [4.00점],성공,2004년교육청고2이과11월8
2004년 교육청 고2이과 11월 9 [3.00점] 문과.md,2004년 교육청 고2이과 11월 9 [3.00점],성공,2004년교육청고2이과11월9
2004년 교육청 고2이과 6월 1 [2.00점] 문과.md,2004년 교육청 고2이과 6월 1 [2.00점],성공,2004년교육청고2이과6월1
2004년 교육청 고2이과 6월 10 [3.00점] 문과.md,2004년 교육청 고2이과 6월 10 [3.00점],성공,2004년교육청고2이과6월10
2004년 교육청 고2이과 6월 11 [3.00점].md,2004년 교육청 고2이과 6월 11 [3.00점],성공,2004년교육청고2이과6월11
2004년 교육청 고2이과 6월 12 [4.00점] 문과.md,2004년 교육청 고2이과 6월 12 [4.00점],성공,2004년교육청고2이과6월12
2004년 교육청 고2이과 6월 13 [3.00점] 문과.md,2004년 교육청 고2이과 6월 13 [3.00점],성공,2004년교육청고2이과6월13
2004년 교육청 고2이과 6월 14 [4.00점] 문과.md,2004년 교육청 고2이과 6월 14 [4.00점],성공,2004년교육청고2이과6월14
2004년 교육청 고2이과 6월 15 [4.00점] 문과.md,2004년 교육청 고2이과 6월 15 [4.00점],성공,2004년교육청고2이과6월15
2004년 교육청 고2이과 6월 16 [4.00점] 문과.md,2004년 교육청 고2이과 6월 16 [4.00점],성공,2004년교육청고2이과6월16
2004년 교육청 고2이과 6월 17 [4.00점] 문과.md,2004년 교육청 고2이과 6월 17 [4.00점],성공,2004년교육청고2이과6월17
2004년 교육청 고2이과 6월 18 [4.00점] 문과.md,2004년 교육청 고2이과 6월 18 [4.00점],성공,2004년교육청고2이과6월18
2004년 교육청 고2이과 6월 19 [4.00점] 문과.md,2004년 교육청 고2이과 6월 19 [4.00점],성공,2004년교육청고2이과6월19
2004년 교육청 고2이과 6월 2 [2.00점] 문과.md,2004년 교육청 고2이과 6월 2 [2.00점],성공,2004년교육청고2이과6월2
2004년 교육청 고2이과 6월 20 [4.00점] 문과.md,2004년 교육청 고2이과 6월 20 [4.00점],성공,2004년교육청고2이과6월20
2004년 교육청 고2이과 6월 21 [4.00점] 문과.md,2004년 교육청 고2이과 6월 21 [4.00점],성공,2004년교육청고2이과6월21
2004년 교육청 고2이과 6월 22 [2.00점] 문과.md,2004년 교육청 고2이과 6월 22 [2.00점],성공,2004년교육청고2이과6월22
2004년 교육청 고2이과 6월 23 [3.00점] 문과.md,2004년 교육청 고2이과 6월 23 [3.00점],성공,2004년교육청고2이과6월23
2004년 교육청 고2이과 6월 24 [3.00점] 문과.md,2004년 교육청 고2이과 6월 24 [3.00점],성공,2004년교육청고2이과6월24
2004년 교육청 고2이과 6월 25 [3.00점] 문과.md,2004년 교육청 고2이과 6월 25 [3.00점],성공,2004년교육청고2이과6월25
2004년 교육청 고2이과 6월 26 [4.00점] 문과.md,2004년 교육청 고2이과 6월 26 [4.00점],성공,2004년교육청고2이과6월26
2004년 교육청 고2이과 6월 27 [3.00점] 문과.md,2004년 교육청 고2이과 6월 27 [3.00점],성공,2004년교육청고2이과6월27
2004년 교육청 고2이과 6월 28 [4.00점] 문과.md,2004년 교육청 고2이과 6월 28 [4.00점],성공,2004년교육청고2이과6월28
2004년 교육청 고2이과 6월 29 [4.00점] 문과.md,2004년 교육청 고2이과 6월 29 [4.00점],성공,2004년교육청고2이과6월29
2004년 교육청 고2이과 6월 3 [3.00점] 문과.md,2004년 교육청 고2이과 6월 3 [3.00점],성공,2004년교육청고2이과6월3
2004년 교육청 고2이과 6월 30 [4.00점] 문과.md,2004년 교육청 고2이과 6월 30 [4.00점],성공,2004년교육청고2이과6월30
2004년 교육청 고2이과 6월 4 [3.00점] 문과.md,2004년 교육청 고2이과 6월 4 [3.00점],성공,2004년교육청고2이과6월4
2004년 교육청 고2이과 6월 5 [3.00점] 문과.md,2004년 교육청 고2이과 6월 5 [3.00점],성공,2004년교육청고2이과6월5
2004년 교육청 고2이과 6월 6 [3.00점] 문과.md,2004년 교육청 고2이과 6월 6 [3.00점],성공,2004년교육청고2이과6월6
2004년 교육청 고2이과 6월 7 [3.00점] 문과.md,2004년 교육청 고2이과 6월 7 [3.00점],성공,2004년교육청고2이과6월7
2004년 교육청 고2이과 6월 8 [3.00점] 문과.md,2004년 교육청 고2이과 6월 8 [3.00점],성공,2004년교육청고2이과6월8
2004년 교육청 고2이과 6월 9 [3.00점] 문과.md,2004년 교육청 고2이과 6월 9 [3.00점],성공,2004년교육청고2이과6월9
2004년 교육청 고2이과 9월 1 [2.00점] 문과.md,2004년 교육청 고2이과 9월 1 [2.00점],성공,2004년교육청고2이과9월1
2004년 교육청 고2이과 9월 10 [3.00점] 문과.md,2004년 교육청 고2이과 9월 10 [3.00점],성공,2004년교육청고2이과9월10
2004년 교육청 고2이과 9월 11 [4.00점].md,2004년 교육청 고2이과 9월 11 [4.00점],성공,2004년교육청고2이과9월11
2004년 교육청 고2이과 9월 12 [4.00점] 문과.md,2004년 교육청 고2이과 9월 12 [4.00점],성공,2004년교육청고2이과9월12
2004년 교육청 고2이과 9월 13 [3.00점] 문과.md,2004년 교육청 고2이과 9월 13 [3.00점],성공,2004년교육청고2이과9월13
2004년 교육청 고2이과 9월 14 [3.00점] 문과.md,2004년 교육청 고2이과 9월 14 [3.00점],성공,2004년교육청고2이과9월14
2004년 교육청 고2이과 9월 15 [4.00점] 문과.md,2004년 교육청 고2이과 9월 15 [4.00점],성공,2004년교육청고2이과9월15
